"id" "time" "EMG" "self" "truestate" "trueregime"
1 191 2.701692 0.9998395 -0.2983078 0
1 192 3.371277 0.9997993 0.3712766 0
1 193 3.265302 0.9998523 0.265302 0
1 194 3.705544 0.9998158 0.7055436 0
1 195 2.29965 0.9998322 -0.7003501 0
1 196 1.847939 0.9998013 -1.152061 0
1 197 2.887304 0.9998631 -0.1126963 0
1 198 3.00986 0.9998412 0.009859523 0
1 199 2.874004 0.999834 -0.1259958 0
1 200 2.354531 0.9998177 -0.645469 0
1 201 2.437564 0.9998502 -0.5624359 0
1 202 2.255129 0.9999378 -0.7448711 0
1 203 2.999519 0.9998085 -0.0004813864 0
1 204 3.206293 0.9998724 0.2062926 0
1 205 3.518275 0.9998486 0.5182749 0
1 206 2.778713 0.999772 -0.2212872 0
1 207 2.80975 0.9998212 -0.1902497 0
1 208 3.56704 0.999812 0.56704 0
1 209 2.741409 0.9997847 -0.2585907 0
1 210 1.89114 0.999814 -1.10886 0
1 211 3.120528 0.9998304 0.1205281 0
1 212 3.921582 0.999865 0.9215823 0
1 213 2.678995 0.9998358 -0.3210053 0
1 214 3.256539 0.9998304 0.2565387 0
1 215 3.381275 0.9998413 0.3812748 0
1 216 3.356341 0.9998359 0.3563413 0
1 217 3.350389 0.9998304 0.3503887 0
1 218 3.188863 0.9998413 0.1888634 0
1 219 3.560166 0.9998011 0.5601657 0
1 220 3.938194 0.9998177 0.9381938 0
1 221 3.240083 0.999823 0.2400832 0
1 222 3.205806 0.999865 0.2058061 0
1 223 3.229173 0.999854 0.229173 0
1 224 3.407761 0.9997902 0.4077612 0
1 225 3.530586 1.139576 0.5305859 0
1 226 3.688914 1.845373 0.6889138 0
1 227 3.51798 2.404028 0.5179802 0
1 228 3.581123 2.489499 0.5811228 0
1 229 3.696558 2.489514 0.6965584 0
1 230 2.908334 2.48951 -0.09166611 0
1 231 3.257221 2.489539 0.2572209 0
1 232 3.873658 2.489547 0.8736582 0
1 233 3.90395 2.489503 0.9039496 0
1 234 3.371542 2.489464 0.3715416 0
1 235 3.56278 2.489532 0.5627802 0
1 236 3.439948 2.489443 0.4399478 0
1 237 2.96724 2.489456 -0.0327601 0
1 238 3.010269 2.489512 0.01026921 0
1 239 2.571442 2.489465 -0.4285576 0
1 240 2.456134 2.489537 -0.5438656 0
1 241 2.503702 2.489501 -0.4962978 0
1 242 3.220167 2.489333 0.2201672 0
1 243 2.490006 2.489488 -0.5099941 0
1 244 3.001792 2.489532 0.001791793 0
1 245 3.320399 2.489474 0.320399 0
1 246 3.559269 2.489512 0.559269 0
1 247 2.645316 2.489501 -0.3546842 0
1 248 2.349114 2.489521 -0.6508863 0
1 249 2.873662 2.489551 -0.1263378 0
1 250 3.385167 2.489479 0.385167 0
1 251 3.301723 2.489537 0.3017229 0
1 252 4.790734 2.492824 1.790734 0
1 253 2.523947 2.670812 -0.4760532 0
1 254 2.803699 2.872981 -0.1963014 0
1 255 2.327802 3.015837 -0.6721977 0
1 256 3.257614 3.024697 0.2576138 0
1 257 3.090796 3.024723 0.0907962 0
1 258 1.963643 3.024706 -1.036357 0
1 259 1.888685 3.024604 -1.111315 0
1 260 3.041446 3.024626 0.04144627 0
1 261 3.373391 3.024726 0.3733911 0
1 262 2.942902 3.024622 -0.05709774 0
1 263 3.439667 3.024755 0.4396671 0
1 264 3.425798 3.024695 0.4257976 0
1 265 2.701927 3.024577 -0.2980733 0
1 266 2.738028 3.024724 -0.2619721 0
1 267 3.519246 3.024788 0.5192461 0
1 268 2.574196 3.024691 -0.4258044 0
1 269 2.875626 3.024754 -0.124374 0
1 270 3.667732 3.024059 0.6677316 0
1 271 3.86169 3.023149 0.8616904 0
1 272 3.109988 3.023216 0.1099876 0
1 273 2.93441 3.023191 -0.06559047 0
1 274 3.092503 3.023437 0.09250335 0
1 275 3.286072 3.023484 0.2860718 0
1 276 5.863984 3.024011 0.3519782 0
1 277 5.772312 3.024816 0.2599045 1
1 278 5.112984 3.025027 -0.3995291 1
1 279 5.06874 3.024971 -0.4437457 1
1 280 5.693015 3.024305 0.1808623 1
1 281 5.841192 2.905069 0.3886571 1
1 282 4.838185 2.466443 -0.3950368 1
1 283 5.54244 2.002263 0.5413087 1
1 284 4.797817 1.657711 -0.03103834 1
1 285 3.679626 1.52787 -1.084309 1
1 286 5.063361 1.52848 0.2991209 1
1 287 5.115965 1.528516 0.3517067 1
1 288 5.470764 1.52858 0.7064741 1
1 289 5.949866 1.528503 1.185615 1
1 290 6.703977 1.528532 1.939711 1
1 291 6.891071 1.528545 2.126798 1
1 292 6.707515 1.52854 1.943245 1
1 293 7.248085 1.528496 2.483837 1
1 294 7.417197 1.5285 2.652947 1
1 295 7.941445 1.528516 3.177187 1
1 296 7.554763 1.528595 2.790466 1
1 297 7.543945 1.528582 2.779654 1
1 298 7.351846 1.528279 2.587706 1
1 299 7.248304 1.528069 2.484269 1
1 300 6.773082 1.527903 2.00913 1
1 301 6.582326 1.527668 1.818492 1
1 302 6.196685 1.527689 1.43284 1
1 303 6.362213 1.527432 1.598497 1
1 304 6.277248 1.525846 1.514325 1
1 305 6.714543 1.523823 1.952632 1
1 306 7.621898 1.524586 2.859605 1
1 307 7.204732 1.524409 2.442527 1
1 308 7.198746 1.524329 2.436582 1
1 309 6.641967 1.524056 1.879939 1
1 310 6.647744 1.523543 1.885972 1
1 311 5.868278 1.520858 1.107849 1
1 312 5.547478 1.520818 0.7870695 1
1 313 4.848505 1.520854 0.08807763 1
1 314 4.923833 1.520541 0.1635625 1
1 315 5.922142 1.518438 1.162923 1
1 316 6.259144 1.518211 1.500038 1
1 317 6.037046 1.518193 1.27795 1
1 318 5.467702 1.518171 0.7086166 1
1 319 5.893297 1.518111 1.134241 1
1 320 5.952208 1.518154 1.193131 1
1 321 5.431045 1.518101 0.6719946 1
1 322 5.256234 1.517976 0.4972455 1
1 323 4.460119 1.518317 -0.2990398 1
1 324 4.412247 1.519268 -0.3473868 1
1 325 5.104939 1.519235 0.3453217 1
1 326 5.029164 1.519231 0.2695487 1
1 327 4.710414 1.519162 -0.04916726 1
1 328 4.762866 1.519133 0.003299153 1
1 329 4.665625 1.519129 -0.09393963 1
1 330 4.672821 1.519113 -0.08673531 1
1 331 4.608735 1.519188 -0.1508587 1
1 332 4.913687 1.519167 0.1541038 1
1 333 3.73621 1.51914 -1.02336 1
1 334 4.503676 1.519166 -0.255907 1
1 335 4.241679 1.519126 -0.5178838 1
1 336 3.863231 1.51843 -0.8959839 1
1 337 3.872426 1.51699 -0.8860688 1
1 338 3.170353 1.516908 -1.588101 1
1 339 2.522936 1.516779 -2.235454 1
1 340 3.331608 1.516463 -1.426624 1
1 341 2.922197 1.470986 -1.813296 1
1 342 3.528289 1.381177 -1.162299 1
1 343 3.690812 1.371287 -0.994832 1
1 344 4.498986 1.370131 -0.1860796 1
1 345 4.030919 1.370004 -0.6540834 1
1 346 3.634536 1.369957 -1.050443 1
1 347 3.485334 1.38868 -1.209006 1
1 348 3.898076 1.624788 -0.9143185 1
1 349 3.663014 2.131442 -1.402707 1
1 350 4.01704 2.719914 -1.342917 1
1 351 3.52125 3.164796 -2.061148 1
1 352 4.195634 3.265141 -1.436937 1
1 353 4.140098 3.300108 -1.509956 1
1 354 5.051436 3.352744 -0.6249363 1
1 355 5.071058 3.353239 -0.6055616 1
1 356 5.515432 3.353167 -0.1611514 1
1 357 5.428846 3.353205 -0.2477569 1
1 358 5.515325 3.353312 -0.1613315 1
1 359 4.760414 3.353843 -0.916507 1
1 360 4.696659 3.35463 -0.9806559 1
1 361 5.181227 3.354772 -0.4961591 1
1 362 5.124301 3.354663 -0.5530304 1
1 363 5.838671 3.354426 0.1614579 1
1 364 5.651776 3.354798 -0.02562266 1
1 365 5.25107 3.354749 -0.4263042 1
1 366 5.635703 3.354772 -0.04168313 1
1 367 5.116672 3.354709 -0.5606824 1
1 368 6.038456 3.35486 0.3610261 1
1 369 6.113889 3.354792 0.4364931 1
1 370 6.028874 3.354848 0.3514504 1
1 371 6.236138 3.354801 0.5587376 1
1 372 6.618181 3.354722 0.9408198 1
1 373 6.60081 3.354712 0.9234544 1
1 374 6.47852 3.354771 0.8011348 1
1 375 6.586334 3.354769 0.9089494 1
1 376 6.776026 3.354743 1.098655 1
1 377 6.364904 3.354727 0.6875406 1
1 378 3.346115 3.354751 0.3461148 1
1 379 2.957996 3.354791 -0.04200429 0
1 380 2.463939 3.354836 -0.5360614 0
1 381 3.112285 3.354865 0.112285 0
1 382 3.242633 3.357683 0.2426331 0
1 383 3.376504 3.396237 0.3765036 0
1 384 3.306083 3.509266 0.3060827 0
1 385 3.938488 3.722005 0.9384875 0
1 386 3.146789 3.847121 0.1467894 0
1 387 3.530437 3.849754 0.5304367 0
1 388 3.090685 3.849708 0.09068525 0
1 389 3.045473 3.849893 0.0454728 0
1 390 2.60428 3.849856 -0.3957201 0
1 391 2.74591 3.849706 -0.25409 0
1 392 2.874166 3.849358 -0.1258345 0
1 393 2.741352 3.848939 -0.2586484 0
1 394 2.52968 3.849216 -0.4703196 0
1 395 2.725573 3.849406 -0.2744272 0
1 396 2.824898 3.849424 -0.1751024 0
1 397 2.65355 3.849314 -0.3464502 0
1 398 3.181533 3.849411 0.1815325 0
1 399 3.224233 3.849313 0.224233 0
1 400 3.285391 3.849253 0.2853909 0
1 401 2.412799 3.848761 -0.5872014 0
1 402 2.956539 3.848735 -0.04346076 0
1 403 2.741909 3.848804 -0.2580909 0
1 404 3.17108 3.84833 0.17108 0
1 405 3.014383 3.632045 0.01438313 0
1 406 2.334646 3.064198 -0.6653539 0
1 407 2.012528 2.648549 -0.9874724 0
1 408 3.499161 2.223349 0.4991613 0
1 409 3.291439 2.174827 0.2914388 0
1 410 2.868599 2.097325 -0.1314015 0
1 411 3.003598 2.054754 0.003597548 0
1 412 2.898508 1.95487 -0.1014924 0
1 413 2.785551 1.93457 -0.2144489 0
1 414 3.074196 1.886637 0.0741958 0
1 415 3.614399 1.846282 0.6143993 0
1 416 3.163029 1.774955 0.1630294 0
1 417 3.03188 1.697038 0.03187953 0
1 418 3.920696 1.696737 0.9206963 0
1 419 3.98544 1.696788 0.9854397 0
1 420 2.463975 1.696737 -0.5360252 0
1 421 2.992391 1.69663 -0.007609362 0
1 422 2.93074 1.696482 -0.06926036 0
1 423 3.87185 1.696431 0.8718503 0
1 424 4.333613 1.696295 1.333613 0
1 425 4.373436 1.696385 1.373436 0
1 426 3.953015 1.696363 0.953015 0
1 427 3.519208 1.696416 0.5192082 0
1 428 3.51009 1.696272 0.5100898 0
1 429 5.882785 1.696254 1.034658 0
1 430 6.721266 1.696174 1.873179 1
1 431 7.012929 1.696152 2.164853 1
1 432 6.931887 1.696143 2.083815 1
1 433 6.405815 1.640207 1.585711 1
1 434 5.865074 1.290982 1.219583 1
1 435 6.179783 1.028881 1.665342 1
1 436 4.919095 0.9998121 0.4191892 1
1 437 5.017743 0.9998394 0.5178234 1
1 438 5.071432 0.9998358 0.5715142 1
1 439 4.533275 0.9998521 0.03334931 1
1 440 4.517173 0.9998467 0.01724939 1
1 441 4.475445 0.9998322 -0.02447085 1
1 442 4.934621 0.9998393 0.4347016 1
1 443 4.462034 0.9998558 -0.03789433 1
1 444 4.268159 0.9998503 -0.2317661 1
1 445 4.542331 0.9999014 0.04238048 1
1 446 3.961393 0.9997757 -0.5384945 1
1 447 3.072117 0.999845 -1.427805 1
1 448 3.253335 0.9998523 -1.246591 1
1 449 3.271811 0.9998759 -1.228127 1
1 450 2.944559 0.9998887 -1.555385 1
1 451 3.241107 0.9998595 -1.258823 1
1 452 2.874972 0.9997885 -1.624922 1
1 453 2.826628 0.9998358 -1.67329 1
1 454 2.387255 0.9998868 -2.112688 1
1 455 2.093383 0.9998631 -2.406548 1
1 456 1.652879 0.9998522 -2.847048 1
1 457 1.345062 0.9997958 -3.154836 1
1 458 1.662343 0.999854 -2.837584 1
1 459 1.770528 0.9998721 -2.729408 1
1 460 2.606889 0.9998777 -1.89305 1
1 461 2.979264 0.9998612 -1.520667 1
1 462 3.936431 0.9998357 -0.5634866 1
1 463 3.056946 0.9998577 -1.442983 1
1 464 2.961942 0.9998723 -1.537995 1
1 465 3.04125 0.9997885 -1.458644 1
1 466 3.355259 0.9998593 -1.14467 1
1 467 3.257903 0.999894 -1.242044 1
1 468 3.083923 0.9998668 -1.41601 1
1 469 3.353817 0.999874 -1.14612 1
1 470 3.287719 0.9998667 -1.212214 1
1 471 3.56821 0.9998704 -0.9317256 1
1 472 4.208909 0.999845 -0.2910139 1
1 473 4.135974 0.999834 -0.3639435 1
1 474 3.617916 0.9998302 -0.8819993 1
1 475 3.556112 1.371855 -1.129815 1
1 476 3.934761 2.244998 -1.187738 1
1 477 3.774805 2.395878 -1.423134 1
1 478 3.749686 2.395712 -1.44817 1
1 479 3.771024 2.395825 -1.426888 1
1 480 4.107546 2.39588 -1.090394 1
1 481 4.262754 2.39598 -0.9352357 1
1 482 4.404055 2.395924 -0.7939067 1
1 483 4.913815 2.395798 -0.2840836 1
1 484 4.450485 2.395192 -0.747111 1
1 485 4.247795 2.395517 -0.9499639 1
1 486 5.168477 2.395555 -0.02930086 1
1 487 5.307979 2.395632 0.110163 1
1 488 5.586961 2.39559 0.3891663 1
1 489 6.206002 2.395557 1.008223 1
1 490 5.927228 2.395522 0.7294672 1
1 491 5.321678 2.395575 0.1238903 1
1 492 5.477586 2.395659 0.2797566 1
1 493 5.608998 2.395683 0.4111564 1
1 494 5.904752 2.395601 0.7069518 1
1 495 5.296884 2.395528 0.09911966 1
1 496 5.574837 2.401675 0.3739997 1
1 497 5.637795 2.634173 0.3207084 1
1 498 6.337722 3.154316 0.7605645 1
1 499 6.294681 3.712441 0.4384607 1
1 500 6.77036 4.0777 0.7315101 1
