"id" "time" "y1" "y2" "y3" "y4" "y5" "y6"
1 100 -0.20041 -0.81442 -0.90137 0.086588 0.75469 0.12917
1 101 -0.99007 0.46121 -0.32555 -0.15045 -0.17371 0.32668
1 102 -0.27468 -0.37111 -0.26112 1.089 0.40778 0.56609
1 103 NA 0.66245 0.33413 0.95508 NA NA
1 104 0.72984 0.85691 0.33152 -0.60865 -1.578 -1.1596
1 105 1.0622 0.057497 -0.53165 -1.0034 0.10682 -0.94472
1 106 -1.052 -1.6044 -1.546 0.512 1.2477 0.75605
1 107 -0.50227 -0.88112 -0.33624 -0.7899 -1.4103 -1.5203
1 108 -0.29365 -0.24474 0.05658 -1.6485 -1.6201 -0.84268
1 109 -1.2592 -1.6404 -1.64 0.8389 0.74874 0.64613
1 110 -0.45234 -0.26883 -0.031748 0.45343 0.27845 0.091431
1 111 NA NA NA NA NA NA
1 112 -1.1704 -1.1482 -0.64002 -0.29597 -0.85217 -0.29854
1 113 -0.7307 -0.66558 -0.13089 0.0035309 0.22501 -0.14594
1 114 NA -0.20944 -0.82398 0.43861 NA NA
1 115 NA NA NA NA NA NA
1 116 -0.32213 0.10543 0.53864 0.80301 0.07689 0.40379
1 117 NA NA NA NA NA NA
1 118 0.070463 0.36469 0.65563 -0.094742 -0.63894 -0.84084
1 119 -1.0125 -0.91495 -0.30519 0.46435 0.16144 0.19357
1 120 0.050696 -0.75873 -1.4969 -0.12093 -0.28671 -0.31733
1 121 NA NA NA NA NA NA
1 122 -0.046922 -0.76903 -0.26971 -0.739 -0.84499 -1.3528
1 123 0.76745 0.9067 1.8224 0.72789 0.31892 0.54599
1 124 -0.26203 -0.87831 -0.6686 0.9429 1.3663 0.87596
1 125 NA -0.3649 -0.017461 0.32024 NA NA
1 126 -0.66105 -0.44088 -0.4617 -0.67685 -0.23111 -0.69127
1 127 NA -0.42441 -0.8127 0.13991 NA NA
1 128 0.35315 -1.0726 -0.20264 0.31043 0.7472 -0.037668
1 129 0.68596 -0.12768 0.42056 0.56133 0.040002 0.1757
1 130 -0.72511 -1.1004 -0.23598 -0.47116 0.26092 -0.044339
1 131 2.0514 1.4856 1.9486 0.27702 0.35061 0.053335
1 132 0.64043 0.53745 0.53155 -0.065353 1.1238 0.80523
1 133 0.7235 0.14111 0.93099 0.95939 1.1316 0.99438
1 134 0.12553 1.1471 0.4004 -0.48842 -0.72808 -0.57748
1 135 0.12439 0.91429 0.79047 -0.30913 -0.51711 -0.40467
1 136 0.26414 0.54934 -0.056961 -0.72006 -0.76147 -0.59325
1 137 -1.0414 -1.6767 -0.91121 -0.52624 -0.90241 -0.56473
1 138 -0.64154 -2.5771 -2.06 -0.73008 -0.96662 -0.7651
1 139 -2.2006 -0.89085 -2.2753 -0.74043 -0.37707 -0.28629
1 140 -0.8335 -1.2696 -1.3322 0.21635 0.30789 0.36066
1 141 NA -0.065123 0.36311 -0.19448 NA NA
1 142 -0.91993 -0.77631 -1.4688 0.76666 0.61203 0.094341
1 143 -1.134 -1.3077 -0.73985 -0.22792 0.14772 -0.33131
1 144 0.36066 -0.28191 0.10866 0.17193 -0.14646 0.41914
1 145 1.5081 1.6285 1.6623 -0.48364 -0.727 -0.51006
1 146 NA NA NA NA NA NA
1 147 -1.8809 -1.0134 -0.92397 0.03699 -0.2075 0.079371
1 148 -0.039668 -1.0087 -0.44367 0.50776 0.54859 0.92784
1 149 0.97977 0.22301 0.43901 0.15822 -0.03559 -0.0008939
1 150 -0.7108 -0.71424 -0.26328 -1.0711 -1.6538 -0.31422
1 151 -0.74609 -0.033316 -0.25539 -0.53757 -0.23624 -0.19389
1 152 NA 1.332 2.1592 -0.56747 NA NA
1 153 NA NA NA NA NA NA
1 154 0.33166 -0.40903 -0.018834 -0.00018231 0.72601 -0.26671
1 155 NA -0.10553 -0.8541 0.44243 NA NA
1 156 NA 0.87211 0.026162 -0.3642 NA NA
1 157 0.90509 0.033089 0.41155 -1.2471 -1.0421 -0.60007
1 158 0.78455 -0.62243 0.21533 -0.14543 -0.9666 -1.5604
1 159 0.91829 1.1211 1.4095 -1.0821 -0.33156 -0.37697
1 160 0.80909 1.2581 1.9354 -1.182 -0.81056 -0.5361
1 161 -0.63725 -0.13886 -0.3104 -0.91118 -1.0043 -1.2712
1 162 -1.1938 -1.0748 -1.0927 -0.3631 -0.18303 0.32148
1 163 -0.69255 -1.0893 -1.6903 -0.37463 0.12185 0.0063956
1 164 NA NA NA NA NA NA
1 165 NA 0.4516 0.10282 0.21961 NA NA
1 166 -0.21827 0.28043 -0.43722 0.60954 0.75894 0.013129
1 167 -0.63551 0.35176 0.13073 -0.11122 -0.79714 0.048147
1 168 1.0574 0.79769 1.7064 -1.5838 -0.48882 -0.597
1 169 -0.30942 -0.10853 0.81638 0.45157 0.05933 0.63919
1 170 -0.24542 0.35407 -0.32038 0.63759 0.73256 -0.49449
1 171 0.048892 0.16294 1.0786 -0.73879 -0.50713 -0.32555
1 172 NA 0.36564 0.19746 -0.92317 NA NA
1 173 -0.1224 0.0839 -0.021853 -0.22672 -0.52462 0.26883
1 174 -0.12345 0.13571 0.94552 -0.35522 -0.22816 -0.2916
1 175 0.95185 0.30596 0.23719 -1.3429 -0.38914 -1.094
1 176 NA NA NA NA NA NA
1 177 0.95022 -0.18277 0.14361 -0.79079 0.12171 -0.48121
1 178 -1.1972 -0.78988 -0.4313 0.51709 -0.56125 0.2886
1 179 -0.35758 -0.50089 -0.049338 0.1811 -0.23615 -0.32324
1 180 -1.2457 -0.68471 -0.45344 0.28144 -0.30886 -0.76809
1 181 NA NA NA NA NA NA
1 182 -0.28178 -0.10282 0.14158 0.83931 0.61197 0.8529
1 183 NA NA NA NA NA NA
1 184 -0.092625 -0.1617 0.21018 0.009323 -0.7293 -0.22315
1 185 NA NA NA NA NA NA
1 186 -1.1863 -0.53888 -0.95312 0.61785 1.167 0.2999
1 187 0.50445 0.63534 0.73313 -0.12302 0.4343 0.30228
1 188 0.26699 0.10543 -0.34085 -0.10523 0.42143 0.20714
1 189 NA NA NA NA NA NA
1 190 0.03297 -0.65211 -0.24426 -1.5 -1.8322 -1.1751
1 191 0.90074 0.66066 0.66882 0.43018 0.5106 0.45867
1 192 NA -0.4701 -0.1045 -0.21289 NA NA
1 193 -1.5937 -1.0309 -1.5289 0.2865 0.33924 0.41085
1 194 -0.083103 -0.38897 0.62573 1.5464 1.9458 2.1514
1 195 -1.8735 -1.9598 -1.0596 0.97782 -0.027447 -0.65648
1 196 0.25607 -1.2643 -0.72107 0.99855 1.32 0.99565
1 197 0.36576 -0.20141 0.4924 1.0002 0.79657 0.97179
1 198 -0.44874 -0.031218 -0.42878 0.391 0.37231 -0.25154
1 199 NA NA NA NA NA NA
1 200 -0.4217 0.092937 -0.23189 -0.64516 0.010518 -0.50159
1 201 0.22056 -0.33823 -0.14353 -0.012871 0.0053294 -0.11178
1 202 NA NA NA NA NA NA
1 203 -0.10242 0.64133 0.8199 -0.79636 -1.1432 -0.43969
1 204 0.55923 0.68533 0.88158 -0.12624 0.050897 -0.71491
1 205 -1.1878 -0.73764 -1.0834 -0.45841 0.67896 -0.34243
1 206 -0.46951 -0.37742 -0.016264 -0.59156 -0.81 -0.99549
1 207 -1.0745 0.15417 0.079335 -0.64794 -1.3604 -1.15
1 208 1.046 0.2978 0.57012 0.061728 -0.063001 -0.23523
1 209 0.55191 -0.26158 -0.67436 -0.92211 -0.34673 -0.47288
1 210 -0.11906 -0.01088 -0.43951 0.42813 0.90219 0.79245
1 211 0.53312 0.35106 -0.38396 0.46381 -0.20215 -0.07504
1 212 -0.27018 -0.32167 -1.0903 -0.97732 -0.2552 -0.86986
1 213 0.79749 1.3351 1.2742 -0.025288 0.44799 0.70498
1 214 0.35872 0.1055 0.43786 -0.65291 -0.16629 -0.096948
1 215 -0.39401 0.11841 -0.42148 0.13833 -0.064851 -0.54821
1 216 NA NA NA NA NA NA
1 217 -0.69986 -0.55228 -0.21921 0.024687 -0.048233 0.058806
1 218 -0.32068 -0.19031 0.54062 -0.55946 -1.5288 -0.94799
1 219 -0.28998 0.051116 0.20788 -0.29377 0.15539 0.2309
1 220 -0.22521 0.23616 0.34264 -0.17699 0.3479 -0.35681
1 221 -0.51481 -0.48929 -0.80341 0.10657 -0.33296 0.37853
1 222 -0.32413 1.2766 0.8472 0.9609 0.56764 -0.17193
1 223 NA NA NA NA NA NA
1 224 0.4623 0.48467 0.47456 -0.37292 0.1435 -0.0044258
1 225 -0.12688 -1.3174 -0.8027 0.48349 -0.13537 -0.47892
1 226 -0.88417 -0.33126 -0.45423 0.21219 0.099421 0.34903
1 227 NA NA NA NA NA NA
1 228 -0.34075 -0.66951 -0.83667 -0.73025 -1.3978 -0.55096
1 229 NA -0.96139 -1.0602 -0.97514 NA NA
1 230 0.30988 0.29701 0.96063 0.074642 0.11838 0.44889
1 231 1.1916 0.64249 1.235 0.15269 0.080739 -0.6747
1 232 -0.59893 -0.90987 -0.9163 0.95666 0.12542 0.34549
1 233 0.23429 0.68334 -0.16775 0.2036 -0.30592 -0.16027
1 234 NA -1.2854 -1.1805 0.34574 NA NA
1 235 -1.0702 -0.87916 -0.65747 -1.3168 -0.73476 -1.1873
1 236 -2.6264 -0.98407 -0.86038 0.34728 0.41221 0.5142
1 237 0.090482 -0.33364 -0.39693 0.04004 0.77934 -0.17398
1 238 0.24143 -0.26665 -0.69438 0.88159 0.33952 0.58221
1 239 -0.23039 -0.42075 -0.3577 1.5271 1.1083 1.1354
1 240 0.49878 -0.44358 -0.31211 0.77604 -0.048639 0.74984
1 241 1.3972 0.71245 0.50926 0.54121 0.52987 0.10377
1 242 0.99609 0.32109 -0.21061 -0.39128 -0.81847 0.21128
1 243 NA NA NA NA NA NA
1 244 -2.1685 -1.0752 -2.1133 0.54698 1.3276 0.45575
1 245 -0.68336 -0.85609 -0.88358 -0.46311 -1.0711 0.33653
1 246 1.0665 0.01661 0.27381 -0.56206 -0.84498 -0.61404
1 247 -0.12976 0.033146 0.52868 -0.53531 0.38048 0.43342
1 248 -1.3643 0.093047 -0.59355 -0.1048 0.86364 0.78069
1 249 -0.10686 0.75109 0.37743 0.14527 -0.059779 -0.14182
1 250 NA 0.53354 0.72003 0.03658 NA NA
1 251 -0.34379 -0.11576 -0.96226 -0.348 -0.08965 0.19232
1 252 -0.84816 -1.1929 -0.90759 0.33357 0.56345 0.47747
1 253 -0.56971 -0.43955 -0.84004 0.55965 0.39271 0.74512
1 254 -0.24008 -1.1089 -1.043 0.22106 0.5177 0.071945
1 255 0.18912 -0.51698 -0.069029 1.5556 1.1986 0.59059
1 256 -0.6226 -0.058426 -0.23577 0.49583 0.46354 0.95695
1 257 -0.055993 -1.0723 -0.83798 0.004827 -0.24311 0.065165
1 258 0.56157 -0.20194 -0.44008 -0.17864 0.10434 -0.12675
1 259 0.64982 0.25487 0.41586 0.35751 1.1197 0.24817
1 260 -1.1216 -0.28681 -0.05682 0.072535 0.40013 0.45992
1 261 0.71414 1.5914 1.2677 0.42085 0.078968 -0.09737
1 262 1.1358 0.39469 0.20979 0.89 0.63515 0.16244
1 263 0.40411 0.74975 1.2031 -0.01026 -0.27733 0.62696
1 264 NA NA NA NA NA NA
1 265 NA NA NA NA NA NA
1 266 0.77843 0.58458 0.54057 0.93954 0.61682 0.7304
1 267 -0.44298 -0.85226 -0.8054 -0.45469 -0.4054 -0.80152
1 268 NA 1.1246 1.4205 -1.1271 NA NA
1 269 NA NA NA NA NA NA
1 270 NA -0.67114 0.17925 0.13363 NA NA
1 271 NA 1.297 0.89998 0.43677 NA NA
1 272 -0.3922 0.28285 0.50183 -0.13792 0.19609 0.48066
1 273 -0.90796 -1.8977 -1.6057 0.49586 0.11463 0.94178
1 274 -0.84455 -0.67402 -1.1273 1.0645 1.2166 0.73966
1 275 -1.017 -0.37349 -0.54873 0.37697 0.36283 0.71521
1 276 1.0114 1.2054 1.0588 1.1645 1.4721 1.1326
1 277 0.75226 -0.39145 0.16724 -0.82279 -1.6239 -0.96512
1 278 0.0073404 0.29384 0.21451 -0.10979 0.18951 -0.23789
1 279 1.007 0.5264 0.07439 -0.7077 -1.197 -0.60549
1 280 2.4716 1.1 1.407 -0.53665 -1.0108 -0.31956
1 281 0.31804 -0.056631 -0.33717 -0.84286 -1.0724 -1.8505
1 282 0.55632 1.6501 1.7446 0.43622 0.031109 0.65309
1 283 1.5222 2.5138 1.9036 0.55396 0.84013 1.0647
1 284 0.54888 1.75 2.008 0.76829 1.0507 1.055
1 285 0.76564 0.51586 0.13096 1.1579 -0.46047 0.89123
1 286 1.1448 1.2002 1.4782 -0.1745 0.030526 -0.59695
1 287 0.31835 -0.01894 -0.065068 -0.26093 0.1211 -0.70011
1 288 -0.52987 -0.7966 0.19945 -0.16916 -0.31898 0.16438
1 289 0.35762 0.89306 0.35925 -0.53912 -0.98115 -0.7762
1 290 0.63436 1.1889 0.30829 -0.21506 0.13184 -0.17744
1 291 -0.2318 0.09254 -0.13078 -1.2005 -1.3214 -1.2619
1 292 0.62335 -0.37673 -0.23158 0.38297 0.29558 0.04352
1 293 0.45421 0.66307 0.81176 -0.74194 -0.33392 -0.20361
1 294 1.3083 0.90113 0.42929 -0.26415 -0.32092 -0.19996
1 295 NA 0.26745 -0.012466 -1.3273 NA NA
1 296 0.48665 1.1624 0.72675 -0.19126 -1.0017 -0.27879
1 297 1.2404 -0.40866 -0.73483 -0.61692 -0.13788 -0.92066
1 298 -0.82593 -1.1993 -1.2474 0.092049 0.092058 -0.12868
1 299 NA 0.14089 -0.091501 0.023636 NA NA
1 300 0.4162 -0.71296 -0.52374 0.35898 1.285 0.40442
2 1 0.16388 -0.86342 -0.13614 -0.93159 -0.66047 -0.4745
2 2 -0.15343 1.0864 0.98048 -0.26945 -0.045617 -0.57134
2 3 0.83495 0.5759 0.39193 -0.52888 -0.029084 0.1638
2 4 -0.15372 -0.87486 -1.2016 -0.081298 -0.6163 -0.10138
2 5 -0.26246 0.27904 -0.23358 0.64777 0.49793 0.27525
2 6 0.093083 -0.79219 -0.9853 -1.1151 -1.1689 -0.71011
2 7 -0.86399 -0.31747 -1.443 -0.51423 0.0018735 -0.78555
2 8 -0.068699 -0.72126 -0.47907 -0.11469 0.37114 -0.18934
2 9 -0.77647 0.65437 0.76425 0.63221 0.082139 -0.015935
2 10 0.098022 0.22069 0.41127 0.67917 0.26213 0.92995
2 11 -0.44525 0.36442 -0.84987 0.98646 1.0168 0.37991
2 12 -0.58058 1.0138 0.46627 0.12077 0.03404 0.0062967
2 13 1.3288 0.50211 0.58298 -0.67516 -1.141 -1.5183
2 14 -0.35688 -1.1056 -0.76008 -0.45355 -1.2492 -0.67255
2 15 -1.7221 -1.4053 -0.91133 -0.91271 -0.093358 -0.48179
2 16 -0.64022 -0.57353 0.031757 0.28413 -0.072039 -0.25387
2 17 0.74762 0.28466 0.34972 -0.40152 -0.14112 -0.025706
2 18 -0.45853 -0.79057 -1.0396 0.010664 -0.11232 -0.23036
2 19 0.6944 0.30102 -0.30675 0.36082 0.6576 0.54892
2 20 -0.12323 0.97236 0.43793 0.24715 0.057942 0.44539
2 21 -0.12562 0.52594 0.17514 0.60756 0.1144 0.77919
2 22 -0.097284 -0.091709 0.12957 -0.6958 -1.0156 -0.84611
2 23 -0.39897 -0.088054 -0.34576 -0.93548 -1 -0.41391
2 24 0.23413 -0.6943 -0.66016 0.67818 0.79689 0.070099
2 25 -0.2174 0.6002 -0.14706 -0.085727 -0.086978 -0.81596
2 26 0.77617 0.36236 -0.1515 -1.0761 -1.0989 -0.72601
2 27 -0.55843 -0.44467 -0.76471 -0.037828 -1.0099 -1.1591
2 28 -0.1527 -0.17786 0.50186 -0.5254 -0.59999 -0.050943
2 29 0.26554 0.16266 0.10131 -0.16065 -0.0067241 0.13347
2 30 0.02716 0.062868 0.52419 -0.50867 -0.83462 -0.38351
2 31 -0.59132 -0.7544 -0.66686 0.0099143 0.46228 -0.19123
2 32 -0.3371 -0.56789 -0.21411 -0.030329 -0.32328 -0.2327
2 33 -0.89556 -1.0812 -0.73045 0.068905 -0.045528 0.041088
2 34 -0.072746 0.24514 0.82596 -0.26959 -0.1918 -0.38917
2 35 0.24114 1.0506 0.3008 0.71069 1.1635 1.145
2 36 0.63174 0.55181 -0.15037 0.93412 1.4441 0.78469
2 37 -0.031209 -0.19515 -0.095377 0.041283 -0.19845 0.5977
2 38 -0.039909 -0.64203 -0.42757 -0.45376 -0.74191 -0.37207
2 39 -0.38676 0.092045 0.40902 -0.13221 -0.56251 -1.1411
2 40 0.56318 1.1326 0.83611 0.07627 0.68768 0.61549
2 41 -0.18852 0.90404 -0.055483 0.47927 0.89366 0.71434
2 42 1.0215 1.4024 0.54325 0.88121 0.74205 1.257
2 43 0.093597 0.56847 0.0015185 0.81452 1.104 0.65498
2 44 -1.2617 -0.0030598 -0.32297 0.39101 0.10872 0.395
2 45 -0.11579 -1.0117 -0.14905 -0.54903 -0.19876 0.10826
2 46 0.90157 0.24063 1.2957 0.30497 0.0096951 0.32348
2 47 -0.51185 0.35769 0.0497 -0.033565 -0.87249 -0.075329
2 48 -0.24249 -0.38381 -0.58781 -0.38596 -0.25704 -0.12236
2 49 1.415 0.50721 0.52558 1.062 0.22056 0.32286
2 50 0.071099 0.72618 0.04373 0.47855 0.023612 -0.10441
2 51 -0.85607 0.12119 0.31362 -0.16912 -1.0654 -0.77434
2 52 0.58233 0.76544 1.0549 0.30027 -0.028608 0.28832
2 53 0.8106 0.14089 0.20841 -0.024737 0.09612 -0.37898
2 54 -0.56423 -1.0093 0.016837 1.1536 1.6422 0.97021
2 55 -0.29902 0.71381 0.44915 0.32033 0.098472 0.39983
2 56 -0.64293 -1.3827 -1.2615 -0.64102 -0.7369 -1.0972
2 57 0.70929 0.15763 0.27822 -0.29955 -0.25775 -0.33522
2 58 -1.2457 -1.2475 -1.1739 0.043054 -0.50877 -1.179
2 59 0.53713 -0.20659 -0.49415 0.35465 -0.20861 -0.33226
2 60 1.0774 0.035381 0.5812 -0.64188 -0.81988 -0.56466
2 61 -0.19321 -0.56813 0.41838 -1.3127 -1.1729 -1.4917
2 62 0.30886 -0.60955 0.01698 0.00098561 0.028832 -0.70833
2 63 -1.3085 -1.7322 -1.7678 -0.56764 -0.42911 -0.78516
2 64 -0.9643 -2.1557 -1.6108 0.40144 -0.15618 0.29171
2 65 -0.95781 -0.99583 -0.88253 0.38887 1.1041 0.1721
2 66 -0.78565 -1.0416 -0.59287 0.17384 0.28568 0.8274
2 67 1.0353 1.2288 0.81183 1.6251 0.996 1.1783
2 68 0.52073 0.66757 0.032889 -0.85476 -0.33784 -0.33868
2 69 1.3163 1.0695 0.85967 -0.069743 -1.2425 -0.56634
2 70 0.83763 1.5022 1.1526 -0.0018211 -0.4047 0.12541
2 71 -0.88546 -0.93328 -0.47366 0.32581 0.045407 -0.25437
2 72 -0.49798 -0.26579 -0.20932 0.29792 -0.39162 -0.0086736
2 73 -0.6042 -0.0041654 -0.12969 -0.083084 -0.70235 -0.61457
2 74 0.97812 1.4107 0.25641 0.43739 -0.39295 -0.27272
2 75 -0.41564 0.38389 -0.32449 0.40555 0.12344 0.65466
2 76 0.3822 0.32007 -0.0052001 0.10493 -0.10199 -0.28573
2 77 -0.79372 -1.5093 -1.204 -0.52262 -0.065838 -0.72076
2 78 0.75902 0.48712 0.014428 0.54689 0.68008 0.37471
2 79 1.397 0.7878 1.4553 0.67538 0.75213 0.36911
2 80 0.39839 0.24409 0.2752 -0.39481 -0.24463 -0.26601
2 81 -0.34854 0.38148 -0.66414 -0.26033 0.27272 -0.073974
2 82 -1.0982 -0.27692 -0.49901 -0.33852 -0.34295 -0.46415
2 83 -0.74982 0.66751 0.75894 -0.45086 -1.1235 -0.11053
2 84 1.1943 1.3582 1.2559 -0.45592 -0.75712 0.064602
2 85 -0.12029 -0.17957 -0.082492 1.0828 0.69215 0.11984
2 86 1.0371 0.69773 1.232 0.24943 0.67953 0.20479
2 87 -1.6036 -0.84078 -0.2532 -0.38165 0.39622 -0.027471
2 88 0.31109 -0.10374 0.26555 1.6066 1.0252 0.9979
2 89 -0.75308 -0.82645 -0.77595 1.2183 0.72669 0.72176
2 90 -1.6308 -1.5143 -1.3508 -0.42991 -0.36403 -1.2647
2 91 -0.5567 -0.061672 -0.23341 -0.12382 -0.21138 0.43854
2 92 0.27585 0.63276 0.25178 -0.80408 -0.63644 0.17091
2 93 -0.91019 -1.0648 -1.3589 0.51414 0.98732 0.71236
2 94 -0.67678 -0.47163 -0.47807 -1.1854 -1.3397 -0.2955
2 95 -0.76043 -0.70314 -0.97843 -0.54282 -0.45149 -0.26932
2 96 0.56674 0.87914 0.20687 0.56994 0.86648 0.030188
2 97 -0.55921 -0.047307 0.26326 0.16539 -0.77448 -0.0021135
2 98 2.1386 1.1152 2.1234 -0.20275 -0.95282 -0.012484
2 99 -1.0504 -0.69263 -1.2911 0.3644 -0.081561 -0.36325
